location,date,total_count
TOOL,2019-05,0.0
TOOL,2019-06,4007
TOOL,2019-07,7343
TOOL,2019-08,23
TOOL,2019-09,0
TOOL,2019-10,0.0
TOOL,2020-05,0.0
TOOL,2020-06,2154
TOOL,2020-07,5726
TOOL,2020-08,1126
TOOL,2020-09,0.0
TOOL,2020-10,0.0
TOOL,2020-11,0.0
TOOL,2020-12,0.0
TOOL,2021-01,0.0
TOOL,2021-02,0.0
TOOL,2021-03,0.0
TOOL,2021-04,0.0
TOOL,2021-05,0.0
TOOL,2021-06,2255
TOOL,2021-07,8089
TOOL,2021-08,9
TOOL,2021-09,0.0
TOOL,2021-10,0.0
BONA,2017-06,3190
BONA,2017-07,2542.0
BONA,2017-08,359.0
BONA,2017-09,8.0
BONA,2017-10,0.0
BONA,2018-04,5
BONA,2018-05,3450
BONA,2018-06,7419
BONA,2018-07,3098
BONA,2018-08,234.0
BONA,2018-09,15.0
BONA,2018-10,0.0
BONA,2019-04,0.0
BONA,2019-05,6665
BONA,2019-06,5995
BONA,2019-07,1183
BONA,2019-08,209
BONA,2019-09,312
BONA,2019-10,0.0
BONA,2019-11,0.0
BONA,2020-03,0.0
BONA,2020-04,0.0
BONA,2020-05,0.0
BONA,2020-06,7731
BONA,2020-07,6098
BONA,2020-08,712
BONA,2020-09,31
BONA,2020-10,3
BONA,2020-11,0.0
BONA,2020-12,0.0
BONA,2021-01,0.0
BONA,2021-02,0.0
BONA,2021-03,0.0
BONA,2021-04,383
BONA,2021-05,4498
BONA,2021-06,7163
BONA,2021-07,5127
BONA,2021-08,230
BONA,2021-09,38
BONA,2021-10,0.0
DEJU,2016-07,437
DEJU,2016-08,298.0
DEJU,2017-05,1568
DEJU,2017-06,2314.0
DEJU,2017-07,571.0
DEJU,2017-08,97.0
DEJU,2017-09,0.0
DEJU,2017-10,0.0
DEJU,2018-05,535
DEJU,2018-06,1475
DEJU,2018-07,91
DEJU,2018-08,16.0
DEJU,2018-09,4.0
DEJU,2018-10,0.0
DEJU,2019-04,17
DEJU,2019-05,1080
DEJU,2019-06,242
DEJU,2019-07,236
DEJU,2019-08,95
DEJU,2019-09,1
DEJU,2019-10,0.0
DEJU,2020-04,0.0
DEJU,2020-05,0.0
DEJU,2020-06,0.0
DEJU,2020-07,4360
DEJU,2020-08,67
DEJU,2020-09,0
DEJU,2020-10,0.0
DEJU,2021-04,0.0
DEJU,2021-05,1736
DEJU,2021-07,3409
DEJU,2021-08,8
DEJU,2021-09,0.0
HEAL,2015-07,1755
HEAL,2015-08,755
HEAL,2015-09,0.0
HEAL,2016-05,1589.0
HEAL,2016-06,12842.0
HEAL,2016-07,5385
HEAL,2016-08,1189
HEAL,2017-05,1195
HEAL,2017-06,1724
HEAL,2017-07,1730
HEAL,2017-08,805.0
HEAL,2017-09,0.0
HEAL,2017-10,0.0
HEAL,2018-05,412
HEAL,2018-06,481
HEAL,2018-07,378
HEAL,2018-08,76
HEAL,2018-09,4
HEAL,2018-10,0.0
HEAL,2019-04,1
HEAL,2019-05,13
HEAL,2019-06,816
HEAL,2019-07,1508
HEAL,2019-08,235
HEAL,2019-09,0.0
HEAL,2019-10,0.0
HEAL,2020-04,0.0
HEAL,2020-05,0.0
HEAL,2020-06,0.0
HEAL,2020-07,4264
HEAL,2020-08,81
HEAL,2020-09,0
HEAL,2020-10,0.0
HEAL,2021-04,0.0
HEAL,2021-05,14
HEAL,2021-06,2762
HEAL,2021-07,2331
HEAL,2021-08,17
HEAL,2021-09,0.0
PUUM,2018-09,0.0
PUUM,2018-10,4
PUUM,2018-11,0.0
PUUM,2018-12,0.0
PUUM,2019-01,1
PUUM,2019-02,0.0
PUUM,2019-03,1
PUUM,2019-04,0.0
PUUM,2019-05,3
PUUM,2019-06,1
PUUM,2019-07,1
PUUM,2019-09,1
PUUM,2019-10,2
PUUM,2019-11,0
PUUM,2019-12,1
PUUM,2020-01,0.0
PUUM,2020-02,2
PUUM,2020-03,0.0
PUUM,2020-04,0.0
PUUM,2020-05,0.0
PUUM,2020-06,0.0
PUUM,2020-07,1
PUUM,2020-08,3
PUUM,2020-09,2
PUUM,2020-10,2
PUUM,2020-11,3
PUUM,2020-12,0.0
PUUM,2021-01,0.0
PUUM,2021-02,0.0
PUUM,2021-03,1
PUUM,2021-04,0.0
PUUM,2021-05,0.0
PUUM,2021-06,0.0
PUUM,2021-07,2
PUUM,2021-08,0.0
PUUM,2021-09,0.0
